City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
689,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
690,Alyangula,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
691,Bukama,-4.9667,23.45,70.63,96,99,1.25,CD,light rain
692,Bambous Virieux,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
693,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
694,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
695,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
696,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
697,Henties Bay,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
698,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
699,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
700,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
701,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
702,Hambantota,6.1241,81.1185,79.77,77,99,8.55,LK,overcast clouds
703,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
704,Axim,4.8845,-1.7554,75.79,91,68,6.31,GH,broken clouds
705,Linhares,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
706,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
707,Mahebourg,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
708,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
709,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
710,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
711,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
712,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
713,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
714,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
715,Rio Grande,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
716,Mildura,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
717,Flinders,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
718,Santiago,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
719,Cananeia,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
720,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
721,Chinhoyi,-20.15,28.5833,69.58,38,1,16.28,ZW,clear sky
722,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
723,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
724,Japura,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
725,Natal,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
726,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
727,Bredasdorp,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
728,Kaeo,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
729,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
730,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
731,Cidreira,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
732,Lorengau,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
733,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
734,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
735,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
736,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
737,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
738,Mahebourg,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
739,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
740,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
741,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
742,Conde,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
743,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
744,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
745,Vila Velha,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
746,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
747,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
748,Port Elizabeth,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
749,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
750,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
751,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
752,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
753,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
754,Alyangula,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
755,Tuatapere,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
756,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
757,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
758,Ahipara,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
759,Umzimvubu,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
760,Biak,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
761,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
762,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
763,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
764,Charters Towers,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
765,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
766,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
767,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
768,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
769,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
770,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
771,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
772,Constitucion,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
773,Boyolangu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
774,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
775,Bengkulu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
776,Pouembout,-22.6667,167.4833,69.85,77,68,23.09,NC,broken clouds
777,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
778,Yulara,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
779,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
780,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
781,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
782,Kieta,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
783,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
784,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
785,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
786,Lata,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
787,Hambantota,6.1241,81.1185,79.77,77,99,8.55,LK,overcast clouds
788,Luwuk,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
789,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
790,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
791,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
792,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
793,Bengkulu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
794,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
795,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
796,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
797,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
798,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
799,Kununurra,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
800,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
801,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
802,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
803,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
804,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
805,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
806,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
807,Samarai,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
808,Senanga,-16.1167,23.2667,73.06,31,67,3.58,ZM,broken clouds
809,Jaciara,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
810,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
811,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
812,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
813,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
814,Pisco,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
815,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
816,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
817,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
818,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
819,Papara,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
820,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
821,Port Augusta,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
822,Tingi,-8.1167,34.25,66.63,61,46,1.57,TZ,scattered clouds
823,Bredasdorp,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
824,Vaitape,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
825,Manggar,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
826,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
827,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
828,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
829,Victoria,22.2855,114.1577,87.24,86,3,3.0,HK,clear sky
830,Jaragua Do Sul,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
831,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
832,Puerto Leguizamo,19.2167,-98.8083,65.05,92,94,3.0,MX,light rain
833,Luderitz,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
834,Bambous Virieux,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
835,Tuatapere,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
836,Goya,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
837,Maningrida,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
838,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
839,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
840,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
841,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
842,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
843,Concordia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
844,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
845,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
846,Namibe,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
847,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
848,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
849,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
850,Bengkulu,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
851,Bowen,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
852,Kununurra,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
853,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
854,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
855,Souillac,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
856,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
857,Tiarei,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
858,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
859,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
860,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
861,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
862,Faanui,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
863,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
864,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
865,Sorong,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
866,Namatanai,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
867,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
868,Namibe,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
869,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
870,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
871,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
872,Ahipara,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
873,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
874,Broome,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
875,Poum,-22.6667,167.4833,69.85,77,68,23.09,NC,broken clouds
876,Georgetown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
877,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
878,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
879,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
880,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
881,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
882,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
883,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
884,Puerto Ayora,-0.7393,-90.3518,70.47,89,81,8.32,EC,broken clouds
885,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
886,Vao,-22.6667,167.4833,69.85,77,68,23.09,NC,broken clouds
887,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
888,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
889,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
890,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
891,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
892,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
893,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
894,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
895,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
896,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
897,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
898,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
899,Collie,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
900,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
901,Bima,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
902,Hithadhoo,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
903,Coquimbo,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
904,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
905,Esperance,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
906,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
907,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
908,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
909,Saint-Philippe,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
910,Viligili,0.5333,72.9333,81.99,74,50,4.52,MV,scattered clouds
911,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
912,Kruisfontein,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
913,Namibe,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
914,Quatre Cocos,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
915,Eirunepe,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
916,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
917,Bredasdorp,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
918,Huarmey,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
919,Gizo,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
920,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
921,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
922,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
923,Avarua,-21.2078,-159.775,76.05,76,39,10.63,CK,scattered clouds
924,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
925,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
926,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
927,Emerald,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
928,Meulaboh,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
929,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
930,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
931,Porto Belo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
932,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
933,Alyangula,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
934,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
935,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
936,Namibe,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
937,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
938,Mahebourg,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
939,Bengkalis,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
940,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
941,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
942,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
943,Souillac,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
944,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
945,Cidreira,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
946,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
947,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
948,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
949,Lebu,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
950,Victoria,22.2855,114.1577,87.24,86,3,3.0,HK,clear sky
951,Pisco,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
952,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
953,Esperance,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
954,Tidore,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
955,San Miguel,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
956,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
957,Ahipara,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
958,Maxixe,-14.8031,36.5372,76.53,39,34,6.4,MZ,scattered clouds
959,Xai-Xai,-14.8031,36.5372,76.53,39,34,6.4,MZ,scattered clouds
960,East London,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
961,Luderitz,-26.6481,15.1594,54.75,90,49,13.62,NA,scattered clouds
962,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
963,Mwingi,-0.4536,39.6401,75.7,81,98,16.69,KE,overcast clouds
964,Ilhabela,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
965,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
966,Namibe,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
967,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
968,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
969,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
970,Port Augusta,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
971,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
972,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
973,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
974,Lata,-10.4544,161.9205,82.06,77,72,8.41,SB,broken clouds
975,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
976,Gorontalo,1.7427,98.7792,74.88,95,100,2.77,ID,moderate rain
977,Bredasdorp,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
978,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
979,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
980,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
981,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
982,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
983,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
984,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
985,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
986,Touros,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
987,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
988,Carnarvon,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
989,Marcona,-33.4569,-70.6483,61.86,16,75,5.82,CL,broken clouds
990,Busselton,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
991,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
992,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
993,Jamestown,42.097,-79.2353,55.71,83,0,3.31,US,clear sky
994,Arraial Do Cabo,-22.9661,-42.0278,69.89,93,14,10.94,BR,few clouds
995,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
996,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
997,Punta Arenas,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
998,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
999,Hermanus,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
1000,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1001,New Norfolk,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1002,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1003,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
1004,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1005,Ushuaia,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
1006,Isangel,-19.55,169.2667,78.33,72,53,14.03,VU,broken clouds
1007,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
1008,Saint-Joseph,-21.3585,55.7679,69.35,80,44,13.87,RE,scattered clouds
1009,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1010,Kaitangata,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
1011,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1012,Cabinda,-15.1961,12.1522,62.96,85,18,6.82,AO,few clouds
1013,Grand Gaube,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
1014,Kainantu,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
1015,Port Hedland,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1016,Port Elizabeth,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
1017,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1018,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1019,Vaini,-21.2,-175.2,74.34,73,99,19.19,TO,overcast clouds
1020,Mar Del Plata,-54.8,-68.3,40.66,75,75,21.85,AR,broken clouds
1021,Hobart,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1022,Rikitea,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1023,Bluff,-46.6,168.3333,51.8,58,91,22.39,NZ,overcast clouds
1024,Albany,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1025,Cape Town,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
1026,Port Alfred,-33.0117,17.9442,57.02,78,88,14.58,ZA,overcast clouds
1027,Atuona,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1028,Forbes,-42.8794,147.3294,53.26,78,75,8.05,AU,broken clouds
1029,Samarai,-6.1219,141.2906,79.18,90,95,3.62,PG,overcast clouds
1030,Castro,29.4241,-98.4936,87.1,59,2,8.39,US,clear sky
1031,Mataura,-23.1203,-134.9692,73.42,69,100,17.25,PF,overcast clouds
1032,Grand River South East,-20.5167,57.5167,72.36,78,18,15.08,MU,few clouds
